연번,호선,역명,장비,호기,승강기번호,운행구간,설치위치
1728,7,온수,E/S,15,1803-468,F1-B1,내부
1729,7,온수,E/S,16,1803-469,F1-B1,내부
1730,7(연),까치울,E/S,1,3806-259,B1-B2,내부
1731,7(연),까치울,E/S,2,3806-260,B1-B2,내부
1732,7(연),까치울,E/S,3,3806-261,B1-B2,내부
1733,7(연),까치울,E/S,4,3806-262,B1-B2,내부
1734,7(연),까치울,E/S,5,3804-414,F1-B1,외부
1735,7(연),까치울,E/S,6,3806-263,F1-B1,외부
1736,7(연),까치울,E/S,7,3806-265,F1-B1,외부
1737,7(연),까치울,E/S,8,3806-264,F1-B1,외부
1738,7(연),까치울,E/S,9,3806-266,F1-B1,외부
1739,7(연),까치울,E/S,10,3804-411,F1-B1,외부
1740,7(연),부천종합운동장,E/S,1,3802-991,B1-B2,내부
1741,7(연),부천종합운동장,E/S,2,3802-992,B1-B2,내부
1742,7(연),부천종합운동장,E/S,3,3802-993,B1-B2,내부
1743,7(연),부천종합운동장,E/S,4,3802-994,B1-B2,내부
1744,7(연),부천종합운동장,E/S,5,3802-995,F1-B1,외부
1745,7(연),부천종합운동장,E/S,6,3802-996,F1-B1,외부
1746,7(연),부천종합운동장,E/S,7,3802-999,BM1-B1,내부
1747,7(연),부천종합운동장,E/S,8,3803-000 ,BM1-B1,내부
1748,7(연),부천종합운동장,E/S,9,3802-997 ,F1-BM1,외부
1749,7(연),부천종합운동장,E/S,10,3802-998 ,F1-BM1,외부
1750,7(연),부천종합운동장,E/S,11,3804-431,BM1-B1,내부
1751,7(연),부천종합운동장,E/S,12,3804-432,BM1-B1,내부
1752,7(연),부천종합운동장,E/S,13,3804-433,F1-BM1,외부
1753,7(연),부천종합운동장,E/S,14,3804-434,F1-BM1,외부
1754,7(연),부천종합운동장,E/S,15,3804-435,BM1-B1,내부
1755,7(연),부천종합운동장,E/S,16,3802-990,BM1-B1,내부
1756,7(연),춘의,E/S,1,3804-419,B1-B2,내부
1757,7(연),춘의,E/S,2,3804-420,B1-B2,내부
1758,7(연),춘의,E/S,3,3804-421,B1-B2,내부
1759,7(연),춘의,E/S,4,3804-422,B1-B2,내부
1760,7(연),춘의,E/S,5,3804-423,F1-B1,외부
1761,7(연),춘의,E/S,6,3804-424,F1-B1,외부
1762,7(연),춘의,E/S,7,3804-425,F1-B1,외부
1763,7(연),춘의,E/S,8,3804-426,F1-B1,외부
1764,7(연),춘의,E/S,9,3804-427,F1-B1,외부
1765,7(연),춘의,E/S,10,3804-428,F1-B1,외부
1766,7(연),춘의,E/S,11,3804-429,F1-B1,외부
1767,7(연),춘의,E/S,12,3804-430,F1-B1,외부
1768,7(연),신중동,E/S,1,3804-351,B1-B2,내부
1769,7(연),신중동,E/S,2,3804-352,B1-B2,내부
1770,7(연),신중동,E/S,3,3804-353,B1-B2,내부
1771,7(연),신중동,E/S,4,3804-354,B1-B2,내부
1772,7(연),신중동,E/S,5,3804-355,B1-B2,내부
1773,7(연),신중동,E/S,6,3804-356,B1-B2,내부
1774,7(연),신중동,E/S,7,3804-357,F1-B1,외부
1775,7(연),신중동,E/S,8,3804-358,F1-B1,외부
1776,7(연),신중동,E/S,9,3804-359,BM1-B1,내부
1777,7(연),신중동,E/S,10,3804-360,BM1-B1,내부
1778,7(연),신중동,E/S,11,3804-361,F1-BM1,외부
1779,7(연),신중동,E/S,12,3804-362,F1-BM1,외부
1780,7(연),신중동,E/S,13,3804-363,F1-B1,외부
1781,7(연),신중동,E/S,14,3804-364,F1-B1,외부
1782,7(연),부천시청,E/S,1,3804-395,B1-B2,내부
1783,7(연),부천시청,E/S,2,3804-393,B1-B2,내부
1784,7(연),부천시청,E/S,3,3804-396,B1-B2,내부
1785,7(연),부천시청,E/S,4,3804-394,B1-B2,내부
1786,7(연),부천시청,E/S,5,3806-593,F1-B1,외부
1787,7(연),부천시청,E/S,6,3084-407,F1-B1,외부
1788,7(연),부천시청,E/S,7,3804-412 ,B1-F1,외부
1789,7(연),부천시청,E/S,8,3806-594,F1-B1,외부
1790,7(연),부천시청,E/S,9,3806-595,F1-B1,외부
1791,7(연),부천시청,E/S,10,3084-408,F1-B1,외부
1792,7(연),부천시청,E/S,11,3804-413 ,B1-F1,외부
1793,7(연),부천시청,E/S,12,3806-596,F1-B1,외부
1794,7(연),상동,E/S,1,3804-365,B1-B2,내부
1795,7(연),상동,E/S,2,3804-366,B1-B2,내부
1796,7(연),상동,E/S,3,3804-367,B1-B2,내부
1797,7(연),상동,E/S,4,3804-368,B1-B2,내부
1798,7(연),상동,E/S,5,3804-369,F1-B1,외부
1799,7(연),상동,E/S,6,3804-370,F1-B1,외부
1800,7(연),상동,E/S,7,3804-371,F1-B1,외부
1801,7(연),상동,E/S,8,3804-372,F1-B1,외부
1802,7(연),상동,E/S,9,3804-373,F1-B1,외부
1803,7(연),상동,E/S,10,3804-374,F1-B1,외부
1804,7(연),상동,E/S,11,3804-375,F1-B1,외부
1805,7(연),상동,E/S,12,3804-376,F1-B1,외부
1806,7(연),삼산체육관,E/S,1,3806-376,B1-B2,내부
1807,7(연),삼산체육관,E/S,2,3806-377,B1-B2,내부
1808,7(연),삼산체육관,E/S,3,3806-378,B1-B2,내부
1809,7(연),삼산체육관,E/S,4,3806-379,B1-B2,내부
1810,7(연),삼산체육관,E/S,5,3806-380,F1-B1,외부
1811,7(연),삼산체육관,E/S,6,3806-381,F1-B1,외부
1812,7(연),삼산체육관,E/S,7,3806-382,F1-B1,외부
1813,7(연),삼산체육관,E/S,8,3806-383,F1-B1,외부
1814,7(연),삼산체육관,E/S,9,3806-384,F1-B1,외부
1815,7(연),삼산체육관,E/S,10,3806-385,F1-B1,외부
1816,7(연),삼산체육관,E/S,11,3806-386,F1-B1,외부
1817,7(연),삼산체육관,E/S,12,3806-387,F1-B1,외부
1818,7(연),삼산체육관,E/S,13,3806-388,F1-B1,외부
1819,7(연),삼산체육관,E/S,14,3806-389,F1-B1,외부
1820,7(연),굴포천,E/S,1,3806-362,B1-B2,내부
1821,7(연),굴포천,E/S,2,3806-363,B1-B2,내부
1822,7(연),굴포천,E/S,3,3806-364,B1-B2,내부
1823,7(연),굴포천,E/S,4,3806-365,B1-B2,내부
1824,7(연),굴포천,E/S,5,3806-368,BM1-B1,내부
1825,7(연),굴포천,E/S,6,3806-369,BM1-B1,내부
1826,7(연),굴포천,E/S,7,3806-366,F1-BM1,외부
1827,7(연),굴포천,E/S,8,3806-367,F1-BM1,외부
1828,7(연),굴포천,E/S,9,3806-372,BM1-B1,내부
1829,7(연),굴포천,E/S,10,3806-373,BM1-B1,내부
1830,7(연),굴포천,E/S,11,3806-370,F1-BM1,외부
1831,7(연),굴포천,E/S,12,3806-371,F1-BM1,외부
1832,7(연),굴포천,E/S,13,3806-374,F1-B1,외부
1833,7(연),굴포천,E/S,14,3806-375,F1-B1,외부
1834,7(연),부평구청,E/S,1,3806-360,B2-B3,내부
1835,7(연),부평구청,E/S,2,3806-361,B2-B3,내부
1836,7(연),부평구청,E/S,3,3806-358,B2-B3,내부
1837,7(연),부평구청,E/S,4,3806-359,B2-B3,내부
1838,7(연),부평구청,E/S,5,3806-350,B2-B3,내부
1839,7(연),부평구청,E/S,6,3806-351,B2-B3,내부
1840,7(연),부평구청,E/S,7,3806-354,B1-B2,내부
1841,7(연),부평구청,E/S,8,3806-355,B1-B2,내부
1842,7(연),부평구청,E/S,9,3806-352,B1-B2,내부
1843,7(연),부평구청,E/S,10,3806-353,B1-B2,내부
1844,7(연),부평구청,E/S,11,3806-349,F1-B1,외부
1845,7(연),부평구청,E/S,12,3806-357,F1-B1,외부
1846,7(연),부평구청,E/S,13,3806-356,BM1-B1,내부
1847,7(연),부평구청,E/S,14,3806-347,F1-BM1,외부
1848,7(연),부평구청,E/S,15,3806-348,F1-BM1,외부
1849,8,암사,E/S,1,1805-216,F1-B1,외부
1850,8,암사,E/S,2,1805-217,F1-B1,외부
1851,8,암사,E/S,3,1801-964,F1-B1,외부
1852,8,암사,E/S,4,1801-965,F1-B1,외부
1853,8,강동구청,E/S,1,1808-897,B1-B2,내부
1854,8,강동구청,E/S,2,1808-898,B1-B2,내부
1855,8,강동구청,E/S,3,1808-899,BM1-B1,내부
1856,8,강동구청,E/S,4,1808-900,BM1-B1,내부
1857,8,강동구청,E/S,5,1805-220,BM1-B1,내부
1858,8,몽촌토성,E/S,1,1806-991,B1-B2,내부
1859,8,몽촌토성,E/S,2,1806-992,B1-B2,내부
1860,8,몽촌토성,E/S,3,1806-993,BM1-B1,내부
1861,8,몽촌토성,E/S,4,1806-994,BM1-B1,내부
1862,8,몽촌토성,E/S,5,1806-995,BM1-B1,내부
1863,8,몽촌토성,E/S,6,1806-996,BM1-B1,내부
1864,8,몽촌토성,E/S,7,1806-997,F1-BM1,외부
1865,8,몽촌토성,E/S,8,1806-998,F1-BM1,외부
1866,8,잠실,E/S,1,1805-625,BM1-B1,내부
1867,8,잠실,E/S,2,1807-889,B1-B2,내부
1868,8,잠실,E/S,3,1807-890,B1-B2,내부
1869,8,잠실,E/S,4,1809-593,B1-B2,내부
1870,8,잠실,E/S,5,1809-594,B1-B2,내부
1871,8,잠실,E/S,6,1807-832,BM1-B1,내부
1872,8,잠실,E/S,7,1807-829,BM1-B1,내부
1873,8,잠실,E/S,8,1807-831,F1-B1,외부
1874,8,잠실,E/S,9,1807-830,F1-B1,외부
1875,8,잠실,E/S,10,1807-833,F1-B1,외부
1876,8,잠실,E/S,11,1807-834,F1-B1,외부
1877,8,잠실,E/S,12,1807-842,B1-B2,내부
1878,8,잠실,E/S,13,1807-843,B1-B2,내부
1879,8,잠실,E/S,14,1807-841,BM1-B1,내부
1880,8,잠실,E/S,15,1807-840,BM1-B1,내부
1881,8,가락시장,E/S,1,1805-681,B2-B3,내부
1882,8,가락시장,E/S,2,1805-682,B2-B3,내부
1883,8,가락시장,E/S,3,1805-683,B2-B3,내부
1884,8,가락시장,E/S,4,1805-684,B2-B3,내부
1885,8,가락시장,E/S,5,1802-926,F1-B1,외부
1886,8,가락시장,E/S,6,1802-927,F1-B1,외부
1887,8,가락시장,E/S,7,1805-685,F1-B1,외부
1888,8,가락시장,E/S,8,1805-686,F1-B1,외부
1889,8,가락시장,E/S,9,1805-687,F1-B1,외부
1890,8,가락시장,E/S,10,1805-688,F1-B1,외부
1891,8,가락시장,E/S,11,1805-689,F1-B1,외부
1892,8,가락시장,E/S,12,1805-690,F1-B1,외부
1893,8,문정,E/S,1,1811-192,F1-B1,외부
1894,8,문정,E/S,2,1811-191,F1-B1,외부
1895,8,장지,E/S,1,1805-661,BM1-B1,내부
1896,8,장지,E/S,2,1805-662,BM1-B1,내부
1897,8,장지,E/S,3,1805-663,BM1-B1,내부
1898,8,장지,E/S,4,1805-664,BM1-B1,내부
1899,8,장지,E/S,5,1805-665,F1-BM1,외부
1900,8,장지,E/S,6,1805-666,F1-BM1,외부
1901,8,복정,E/S,1,1802-951,B1-B2,내부
1902,8,복정,E/S,2,1802-952,F1-BM1,외부
1903,8,복정,E/S,3,1802-953,F1-BM1,외부
1904,8,남위례,E/S,1,,,
1905,8,남위례,E/S,2,,,
1906,8,남위례,E/S,3,,,
1907,8,남위례,E/S,4,,,
1908,8,남위례,E/S,5,,,
1909,8,남위례,E/S,6,,,
1910,8,남위례,E/S,7,,,
1911,8,산성,E/S,1,3805-435,B2-B3,내부
1912,8,산성,E/S,2,3805-436,B2-B3,내부
1913,8,산성,E/S,3,3805-437,B2-B3,내부
1914,8,산성,E/S,4,3805-438,B2-B3,내부
1915,8,산성,E/S,5,3802-097,B2-B3,내부
1916,8,산성,E/S,6,3802-098,B2-B3,내부
1917,8,산성,E/S,7,3802-099,B2-B3,내부
1918,8,산성,E/S,8,3802-100,B2-B3,내부
1919,8,산성,E/S,9,3805-449,B1-B2,내부
1920,8,산성,E/S,10,3805-439,B1-B2,내부
1921,8,산성,E/S,11,3805-440,B1-B2,내부
1922,8,산성,E/S,12,3805-502,F1-BM1,외부
1923,8,산성,E/S,13,3805-501,F1-BM1,외부
1924,8,남한산성입구,E/S,1,3802-079,F1-B1,외부
1925,8,남한산성입구,E/S,2,3802-080,F1-B1,외부
1926,8,남한산성입구,E/S,3,3805-603,B2-B1,내부
1927,8,남한산성입구,E/S,4,3805-604,B2-B2,내부
1928,8,단대오거리,E/S,1,3802-053,F1-B2,외부
1929,8,단대오거리,E/S,2,3802-054,F1-B2,외부
1930,8,단대오거리,E/S,3,3805-601,B1-B2,내부
1931,8,단대오거리,E/S,4,3805-602,B1-B2,내부
1932,8,단대오거리,E/S,5,3811-916,F1-B1,외부
1933,8,단대오거리,E/S,6,3811-917,F1-B1,외부
1934,8,모란,E/S,1,3802-183,B1-B2,내부
1935,8,모란,E/S,2,3802-184,B1-B2,내부
